No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,PM2.5_Category,PM10_Category
18322,14.0,14.0,3.0,18.0,400.0,83.0,12.2,1004.1,0.6,0.0,ESE,1.3,Huairou,2015-04-03 09:00:00,Baik,Baik
18323,15.0,21.0,2.0,,400.0,93.0,14.4,1004.5,1.0,0.0,SSE,2.0,Huairou,2015-04-03 10:00:00,Baik,Baik
18324,11.0,11.0,2.0,8.0,300.0,104.0,15.7,1004.0,1.4,0.0,SE,2.8,Huairou,2015-04-03 11:00:00,Baik,Baik
18325,9.0,9.0,2.0,6.0,300.0,113.0,15.8,1003.7,0.0,0.0,SE,2.6,Huairou,2015-04-03 12:00:00,Baik,Baik
18326,3.0,5.0,2.0,5.0,300.0,122.0,16.6,1003.6,-0.6,0.0,SSE,3.2,Huairou,2015-04-03 13:00:00,Baik,Baik
18327,17.0,19.0,2.0,8.0,300.0,132.0,16.3,1003.0,0.4,0.0,SSE,3.2,Huairou,2015-04-03 14:00:00,Baik,Baik
18328,32.0,32.0,2.0,12.0,500.0,126.0,15.6,1002.9,0.6,0.0,SSE,4.4,Huairou,2015-04-03 15:00:00,Baik,Baik
18329,26.0,26.0,2.0,11.0,500.0,124.0,15.7,1002.7,0.7,0.0,SSE,3.7,Huairou,2015-04-03 16:00:00,Baik,Baik
18330,30.0,30.0,2.0,13.0,500.0,124.0,15.4,1002.8,0.8,0.0,SSE,2.9,Huairou,2015-04-03 17:00:00,Baik,Baik
18331,29.0,29.0,2.0,18.0,500.0,120.0,13.9,1003.1,0.5,0.0,SE,3.0,Huairou,2015-04-03 18:00:00,Baik,Baik
18332,33.0,40.0,2.0,27.0,700.0,103.0,13.3,1003.8,1.3,0.0,SSE,3.1,Huairou,2015-04-03 19:00:00,Baik,Baik
18333,52.0,68.0,5.0,38.0,1100.0,79.0,12.5,1003.9,2.3,0.0,SE,2.9,Huairou,2015-04-03 20:00:00,Sedang,Sedang
18334,58.0,71.0,6.0,39.0,1000.0,68.0,11.5,1004.7,3.3,0.0,SE,1.9,Huairou,2015-04-03 21:00:00,Sedang,Sedang
18335,60.0,66.0,4.0,46.0,1000.0,56.0,11.0,1005.0,4.0,0.0,N,0.4,Huairou,2015-04-03 22:00:00,Sedang,Sedang
18336,62.0,62.0,3.0,39.0,800.0,64.0,11.1,1005.0,3.1,0.0,SW,2.8,Huairou,2015-04-03 23:00:00,Sedang,Sedang
18337,37.0,37.0,2.0,24.0,500.0,74.0,10.4,1004.7,2.7,0.0,SSW,1.8,Huairou,2015-04-04 00:00:00,Sedang,Baik
18338,32.0,32.0,2.0,28.0,500.0,60.0,10.0,1004.4,2.1,0.0,SSE,1.6,Huairou,2015-04-04 01:00:00,Baik,Baik
18339,37.0,37.0,2.0,25.0,500.0,50.0,9.1,1003.9,2.4,0.0,SE,2.1,Huairou,2015-04-04 02:00:00,Sedang,Baik
18340,49.0,54.0,2.0,29.0,700.0,43.0,8.3,1003.0,3.1,0.0,SE,2.1,Huairou,2015-04-04 03:00:00,Sedang,Sedang
18341,61.0,61.0,2.0,29.0,800.0,44.0,7.9,1002.6,3.2,0.0,NE,0.7,Huairou,2015-04-04 04:00:00,Sedang,Sedang
18342,53.0,53.0,2.0,35.0,800.0,45.0,7.9,1002.3,2.8,0.0,E,1.5,Huairou,2015-04-04 05:00:00,Sedang,Sedang
18343,57.0,57.0,3.0,32.0,900.0,51.0,7.9,1002.6,2.6,0.0,NE,0.9,Huairou,2015-04-04 06:00:00,Sedang,Sedang
18344,58.0,58.0,3.0,36.0,900.0,48.0,8.0,1004.2,2.4,0.0,NNE,1.3,Huairou,2015-04-04 07:00:00,Sedang,Sedang
18345,61.0,61.0,4.0,40.0,900.0,46.0,8.9,1004.0,2.9,0.0,E,1.6,Huairou,2015-04-04 08:00:00,Sedang,Sedang
18346,61.0,61.0,6.0,33.0,800.0,60.0,9.9,1003.7,2.0,0.0,E,2.2,Huairou,2015-04-04 09:00:00,Sedang,Sedang
18347,54.0,54.0,8.0,31.0,700.0,76.0,12.1,1004.1,1.4,0.0,SSW,1.5,Huairou,2015-04-04 10:00:00,Sedang,Sedang
18348,62.0,62.0,7.0,32.0,600.0,86.0,13.2,1003.3,1.5,0.0,S,2.6,Huairou,2015-04-04 11:00:00,Sedang,Sedang
18349,67.0,67.0,5.0,31.0,600.0,99.0,13.9,1002.5,1.8,0.0,SSW,2.7,Huairou,2015-04-04 12:00:00,Sedang,Sedang
18350,65.0,65.0,4.0,26.0,600.0,114.0,15.3,1002.6,1.8,0.0,S,3.4,Huairou,2015-04-04 13:00:00,Sedang,Sedang
18351,66.0,66.0,3.0,20.0,500.0,134.0,16.1,1001.7,1.8,0.0,SSW,3.4,Huairou,2015-04-04 14:00:00,Sedang,Sedang
18352,70.0,70.0,3.0,19.0,500.0,143.0,16.3,1001.5,1.6,0.0,SW,2.2,Huairou,2015-04-04 15:00:00,Sedang,Sedang
18353,68.0,68.0,3.0,17.0,500.0,148.0,16.3,1001.6,1.9,0.0,S,1.9,Huairou,2015-04-04 16:00:00,Sedang,Sedang
18354,70.0,70.0,2.0,19.0,500.0,145.0,16.3,1001.3,2.3,0.0,SE,2.1,Huairou,2015-04-04 17:00:00,Sedang,Sedang
18355,68.0,68.0,2.0,22.0,500.0,141.0,15.5,1001.6,2.3,0.0,SW,1.2,Huairou,2015-04-04 18:00:00,Sedang,Sedang
18356,76.0,83.0,3.0,31.0,600.0,123.0,14.0,1002.3,4.0,0.0,NNW,0.9,Huairou,2015-04-04 19:00:00,Buruk,Sedang
18357,83.0,101.0,3.0,55.0,800.0,77.0,12.4,1003.7,4.1,0.0,NW,1.5,Huairou,2015-04-04 20:00:00,Buruk,Sedang
18358,88.0,111.0,2.0,46.0,900.0,66.0,11.5,1004.6,4.9,0.0,NW,1.2,Huairou,2015-04-04 21:00:00,Buruk,Sedang
18359,105.0,105.0,2.0,48.0,1000.0,49.0,11.1,1005.3,4.5,0.0,NW,1.3,Huairou,2015-04-04 22:00:00,Buruk,Sedang
18360,109.0,109.0,2.0,39.0,1000.0,50.0,10.3,1005.7,5.5,0.0,NNW,0.7,Huairou,2015-04-04 23:00:00,Buruk,Sedang
18361,113.0,113.0,2.0,53.0,1200.0,25.0,9.3,1005.7,4.7,0.0,SE,1.0,Huairou,2015-04-05 00:00:00,Buruk,Sedang
18362,118.0,118.0,2.0,73.0,1000.0,13.0,9.5,1005.5,5.3,0.0,NW,1.3,Huairou,2015-04-05 01:00:00,Buruk,Sedang
18363,112.0,112.0,2.0,44.0,900.0,24.0,9.2,1004.7,4.6,0.0,WNW,1.6,Huairou,2015-04-05 02:00:00,Buruk,Sedang
18364,96.0,96.0,2.0,24.0,700.0,46.0,8.9,1004.8,4.9,0.0,WNW,1.4,Huairou,2015-04-05 03:00:00,Buruk,Sedang
18365,101.0,101.0,2.0,25.0,700.0,42.0,9.0,1004.7,5.0,0.0,WNW,1.0,Huairou,2015-04-05 04:00:00,Buruk,Sedang
18366,98.0,98.0,2.0,23.0,700.0,48.0,9.3,1005.3,5.1,0.0,SSE,1.1,Huairou,2015-04-05 05:00:00,Buruk,Sedang
18367,110.0,110.0,2.0,38.0,900.0,26.0,12.1,1006.1,0.5,0.0,NW,3.0,Huairou,2015-04-05 06:00:00,Buruk,Sedang
18368,68.0,68.0,2.0,22.0,500.0,66.0,13.6,1006.1,-9.0,0.0,NNW,2.8,Huairou,2015-04-05 07:00:00,Sedang,Sedang
18369,15.0,34.0,2.0,7.0,200.0,102.0,14.0,1006.5,-10.7,0.0,NW,5.7,Huairou,2015-04-05 08:00:00,Baik,Baik
18370,16.0,98.0,2.0,6.0,200.0,100.0,14.7,1007.3,-10.9,0.0,NW,5.7,Huairou,2015-04-05 09:00:00,Baik,Sedang
18371,24.0,90.0,2.0,5.0,200.0,98.0,14.9,1007.5,-10.7,0.0,WNW,7.2,Huairou,2015-04-05 10:00:00,Baik,Sedang
18372,21.0,102.0,2.0,4.0,200.0,96.0,15.8,1007.8,-10.8,0.0,WNW,4.3,Huairou,2015-04-05 11:00:00,Baik,Sedang
18373,22.0,86.0,2.0,4.0,200.0,94.0,15.9,1007.8,-10.8,0.0,WNW,6.2,Huairou,2015-04-05 12:00:00,Baik,Sedang
18374,18.0,52.0,2.0,4.0,200.0,95.0,16.2,1007.9,-10.5,0.0,WNW,6.2,Huairou,2015-04-05 13:00:00,Baik,Sedang
18375,16.0,46.0,2.0,4.0,200.0,99.0,15.8,1007.8,-10.8,0.0,W,8.7,Huairou,2015-04-05 14:00:00,Baik,Baik
18376,19.0,53.0,2.0,4.0,200.0,98.0,16.4,1008.3,-9.5,0.0,WNW,6.1,Huairou,2015-04-05 15:00:00,Baik,Sedang
18377,18.0,39.0,2.0,5.0,200.0,93.0,15.7,1008.9,-10.1,0.0,NNW,4.7,Huairou,2015-04-05 16:00:00,Baik,Baik
18378,13.0,30.0,2.0,5.0,200.0,88.0,14.1,1010.0,-9.9,0.0,N,4.1,Huairou,2015-04-05 17:00:00,Baik,Baik
18379,19.0,24.0,2.0,6.0,200.0,82.0,11.7,1011.5,-9.9,0.0,NNE,7.8,Huairou,2015-04-05 18:00:00,Baik,Baik
18380,20.0,21.0,2.0,5.0,200.0,80.0,10.2,1013.4,-11.2,0.0,N,5.3,Huairou,2015-04-05 19:00:00,Baik,Baik
18381,17.0,18.0,2.0,4.0,200.0,85.0,9.0,1015.0,-11.1,0.0,N,7.5,Huairou,2015-04-05 20:00:00,Baik,Baik
18382,19.0,31.0,2.0,4.0,200.0,81.0,8.1,1016.7,-11.3,0.0,N,3.8,Huairou,2015-04-05 21:00:00,Baik,Baik
18383,24.0,24.0,2.0,5.0,200.0,86.0,7.6,1017.0,-11.7,0.0,N,3.1,Huairou,2015-04-05 22:00:00,Baik,Baik
18384,23.0,23.0,2.0,4.0,200.0,85.0,7.0,1017.9,-11.2,0.0,NNE,4.7,Huairou,2015-04-05 23:00:00,Baik,Baik
18385,22.0,22.0,2.0,3.0,200.0,86.0,6.3,1018.6,-11.8,0.0,NNE,3.9,Huairou,2015-04-06 00:00:00,Baik,Baik
18386,17.0,17.0,2.0,2.0,300.0,87.0,5.7,1019.2,-12.8,0.0,NNE,3.4,Huairou,2015-04-06 01:00:00,Baik,Baik
18387,19.0,19.0,2.0,2.0,200.0,89.0,4.9,1019.4,-12.6,0.0,NE,2.1,Huairou,2015-04-06 02:00:00,Baik,Baik
18388,17.0,17.0,2.0,2.0,200.0,90.0,4.8,1019.8,-12.7,0.0,NE,3.0,Huairou,2015-04-06 03:00:00,Baik,Baik
18389,16.0,16.0,2.0,2.0,200.0,93.0,4.3,1020.7,-13.1,0.0,NNE,3.1,Huairou,2015-04-06 04:00:00,Baik,Baik
18390,13.0,13.0,2.0,2.0,200.0,92.0,3.8,1021.2,-12.6,0.0,NNE,2.6,Huairou,2015-04-06 05:00:00,Baik,Baik
18391,13.0,13.0,2.0,3.0,200.0,90.0,3.7,1022.0,-14.1,0.0,NE,3.1,Huairou,2015-04-06 06:00:00,Baik,Baik
18392,13.0,13.0,2.0,5.0,300.0,87.0,3.8,1022.8,-14.5,0.0,NE,3.0,Huairou,2015-04-06 07:00:00,Baik,Baik
18393,20.0,28.0,2.0,11.0,300.0,77.0,4.7,1023.6,-15.3,0.0,NNE,4.5,Huairou,2015-04-06 08:00:00,Baik,Baik
18394,19.0,19.0,2.0,9.0,300.0,81.0,4.9,1023.9,-14.5,0.0,NE,4.5,Huairou,2015-04-06 09:00:00,Baik,Baik
18395,14.0,15.0,2.0,7.0,300.0,85.0,5.8,1023.9,-14.9,0.0,ENE,4.4,Huairou,2015-04-06 10:00:00,Baik,Baik
18396,15.0,17.0,2.0,4.0,200.0,90.0,7.8,1023.4,-15.1,0.0,SE,3.0,Huairou,2015-04-06 11:00:00,Baik,Baik
18397,12.0,12.0,2.0,3.0,200.0,94.0,9.0,1022.4,-14.1,0.0,SSE,2.3,Huairou,2015-04-06 12:00:00,Baik,Baik
18398,15.0,15.0,2.0,2.0,200.0,97.0,9.3,1021.3,-15.3,0.0,NNW,1.6,Huairou,2015-04-06 13:00:00,Baik,Baik
18399,13.0,13.0,2.0,2.0,200.0,98.0,11.1,1020.0,-13.8,0.0,ESE,2.3,Huairou,2015-04-06 14:00:00,Baik,Baik
18400,11.0,11.0,2.0,2.0,200.0,101.0,10.5,1019.3,-15.1,0.0,N,2.3,Huairou,2015-04-06 15:00:00,Baik,Baik
18401,16.0,16.0,2.0,3.0,200.0,102.0,11.2,1018.6,-14.5,0.0,S,3.0,Huairou,2015-04-06 16:00:00,Baik,Baik
18402,16.0,20.0,2.0,5.0,200.0,104.0,11.0,1018.3,-13.2,0.0,SSE,2.3,Huairou,2015-04-06 17:00:00,Baik,Baik
18403,17.0,17.0,2.0,7.0,300.0,103.0,10.3,1018.5,-13.7,0.0,SE,2.4,Huairou,2015-04-06 18:00:00,Baik,Baik
18404,20.0,21.0,2.0,8.0,300.0,101.0,8.9,1018.9,-12.3,0.0,NE,1.0,Huairou,2015-04-06 19:00:00,Baik,Baik
18405,27.0,35.0,2.0,18.0,300.0,80.0,6.7,1020.1,-10.1,0.0,WNW,1.7,Huairou,2015-04-06 20:00:00,Baik,Baik
18406,33.0,69.0,2.0,33.0,400.0,58.0,5.5,1021.2,-8.8,0.0,NW,1.4,Huairou,2015-04-06 21:00:00,Baik,Sedang
18407,32.0,50.0,2.0,29.0,500.0,54.0,5.8,1022.1,-10.1,0.0,NE,3.2,Huairou,2015-04-06 22:00:00,Baik,Baik
18408,34.0,40.0,2.0,27.0,400.0,54.0,6.4,1022.7,-10.8,0.0,ENE,3.4,Huairou,2015-04-06 23:00:00,Baik,Baik
18409,26.0,28.0,3.0,17.0,300.0,68.0,5.7,1023.2,-11.9,0.0,ENE,3.4,Huairou,2015-04-07 00:00:00,Baik,Baik
18410,14.0,14.0,2.0,6.0,200.0,78.0,5.1,1023.6,-12.4,0.0,ENE,4.1,Huairou,2015-04-07 01:00:00,Baik,Baik
18411,11.0,11.0,2.0,5.0,200.0,81.0,4.6,1024.1,-12.8,0.0,ENE,3.0,Huairou,2015-04-07 02:00:00,Baik,Baik
18412,5.0,5.0,2.0,4.0,200.0,84.0,4.2,1024.2,-12.7,0.0,ENE,2.6,Huairou,2015-04-07 03:00:00,Baik,Baik
18413,10.0,10.0,2.0,5.0,200.0,83.0,3.2,1024.2,-12.7,0.0,ENE,1.6,Huairou,2015-04-07 04:00:00,Baik,Baik
18414,12.0,16.0,2.0,11.0,300.0,66.0,1.2,1024.1,-11.3,0.0,NW,2.2,Huairou,2015-04-07 05:00:00,Baik,Baik
18415,14.0,14.0,2.0,9.0,300.0,58.0,-0.6,1024.5,-10.3,0.0,NW,1.6,Huairou,2015-04-07 06:00:00,Baik,Baik
18416,20.0,20.0,2.0,12.0,300.0,56.0,1.2,1025.1,-11.3,0.0,WNW,1.8,Huairou,2015-04-07 07:00:00,Baik,Baik
18417,27.0,34.0,2.0,33.0,600.0,38.0,5.7,1025.2,-10.1,0.0,E,2.0,Huairou,2015-04-07 08:00:00,Baik,Baik
18418,17.0,17.0,2.0,17.0,300.0,73.0,7.5,1024.8,-12.9,0.0,ESE,1.9,Huairou,2015-04-07 09:00:00,Baik,Baik
18419,9.0,9.0,2.0,6.0,300.0,87.0,9.6,1024.3,-15.1,0.0,SE,2.3,Huairou,2015-04-07 10:00:00,Baik,Baik
18420,10.0,13.0,2.0,4.0,200.0,93.0,9.9,1023.4,-15.6,0.0,SW,2.4,Huairou,2015-04-07 11:00:00,Baik,Baik
18421,12.0,12.0,2.0,4.0,200.0,96.0,10.5,1022.1,-15.9,0.0,S,2.0,Huairou,2015-04-07 12:00:00,Baik,Baik
18422,11.0,11.0,2.0,3.0,200.0,100.0,11.8,1021.0,-15.8,0.0,E,1.9,Huairou,2015-04-07 13:00:00,Baik,Baik
18423,7.0,7.0,3.0,4.0,300.0,103.0,12.9,1019.4,-15.9,0.0,SE,3.4,Huairou,2015-04-07 14:00:00,Baik,Baik
18424,18.0,18.0,3.0,6.0,300.0,102.0,13.4,1018.0,-15.5,0.0,ESE,3.4,Huairou,2015-04-07 15:00:00,Baik,Baik
18425,18.0,18.0,3.0,8.0,300.0,101.0,13.3,1017.1,-15.6,0.0,SE,3.3,Huairou,2015-04-07 16:00:00,Baik,Baik
18426,8.0,9.0,3.0,8.0,300.0,104.0,13.3,1016.7,-15.6,0.0,ESE,3.3,Huairou,2015-04-07 17:00:00,Baik,Baik
18427,24.0,52.0,3.0,26.0,300.0,83.0,11.8,1016.6,-14.9,0.0,SE,4.8,Huairou,2015-04-07 18:00:00,Baik,Sedang
18428,27.0,60.0,3.0,37.0,400.0,74.0,10.8,1017.2,-13.3,0.0,S,2.7,Huairou,2015-04-07 19:00:00,Baik,Sedang
18429,30.0,62.0,4.0,38.0,400.0,68.0,9.9,1018.1,-12.1,0.0,SW,2.1,Huairou,2015-04-07 20:00:00,Baik,Sedang
18430,33.0,63.0,3.0,33.0,400.0,68.0,7.1,1018.8,-9.3,0.0,NW,1.4,Huairou,2015-04-07 21:00:00,Baik,Sedang
18431,40.0,66.0,4.0,41.0,500.0,55.0,5.8,1018.9,-9.3,0.0,NW,1.6,Huairou,2015-04-07 22:00:00,Sedang,Sedang
18432,45.0,90.0,5.0,63.0,700.0,19.0,4.3,1018.9,-5.5,0.0,N,0.7,Huairou,2015-04-07 23:00:00,Sedang,Sedang
18433,57.0,92.0,5.0,77.0,700.0,2.0,3.9,1018.7,-7.3,0.0,NW,1.3,Huairou,2015-04-08 00:00:00,Sedang,Sedang
18434,57.0,68.0,,58.0,800.0,2.0,3.0,1018.3,-7.0,0.0,NNW,1.0,Huairou,2015-04-08 01:00:00,Sedang,Sedang
18435,47.0,48.0,,23.0,,36.0,2.7,1018.1,-6.7,0.0,N,0.9,Huairou,2015-04-08 02:00:00,Sedang,Baik
18436,56.0,64.0,3.0,36.0,,,2.5,1017.7,-5.9,0.0,NNE,0.5,Huairou,2015-04-08 03:00:00,Sedang,Sedang
18437,60.0,76.0,3.0,,600.0,,1.9,1017.2,-6.2,0.0,NNW,0.7,Huairou,2015-04-08 04:00:00,Sedang,Sedang
18438,54.0,54.0,2.0,,500.0,39.0,1.9,1016.9,-5.7,0.0,WNW,1.9,Huairou,2015-04-08 05:00:00,Sedang,Sedang
18439,47.0,47.0,2.0,19.0,500.0,46.0,0.7,1017.0,-5.3,0.0,SSE,0.9,Huairou,2015-04-08 06:00:00,Sedang,Baik
18440,58.0,61.0,2.0,26.0,600.0,39.0,1.4,1017.5,-5.1,0.0,NNE,0.3,Huairou,2015-04-08 07:00:00,Sedang,Sedang
18441,68.0,97.0,5.0,37.0,800.0,30.0,3.9,1017.6,-4.3,0.0,WSW,0.5,Huairou,2015-04-08 08:00:00,Sedang,Sedang
18442,107.0,143.0,13.0,48.0,1000.0,37.0,6.6,1017.5,-3.4,0.0,S,0.7,Huairou,2015-04-08 09:00:00,Buruk,Sedang
18443,121.0,150.0,18.0,50.0,1000.0,43.0,8.2,1017.3,-2.8,0.0,SE,1.7,Huairou,2015-04-08 10:00:00,Buruk,Sedang
18444,126.0,149.0,18.0,52.0,1000.0,48.0,9.0,1016.7,-2.0,0.0,ESE,1.8,Huairou,2015-04-08 11:00:00,Buruk,Sedang
18445,130.0,149.0,18.0,57.0,1000.0,56.0,10.7,1015.6,-2.7,0.0,SW,2.0,Huairou,2015-04-08 12:00:00,Buruk,Sedang
18446,139.0,154.0,21.0,70.0,1100.0,58.0,12.4,1014.0,-2.7,0.0,WSW,2.2,Huairou,2015-04-08 13:00:00,Buruk,Buruk
18447,137.0,137.0,25.0,60.0,1000.0,81.0,14.2,1012.7,-4.1,0.0,SSE,1.4,Huairou,2015-04-08 14:00:00,Buruk,Sedang
18448,76.0,76.0,19.0,23.0,700.0,129.0,14.6,1011.6,-6.3,0.0,WSW,3.2,Huairou,2015-04-08 15:00:00,Buruk,Sedang
18449,87.0,124.0,18.0,23.0,700.0,130.0,14.4,1010.8,-2.5,0.0,SSE,4.0,Huairou,2015-04-08 16:00:00,Buruk,Sedang
18450,98.0,144.0,14.0,26.0,700.0,123.0,12.9,1011.1,-0.1,0.0,SSW,3.7,Huairou,2015-04-08 17:00:00,Buruk,Sedang
18451,104.0,116.0,11.0,27.0,700.0,111.0,11.5,1011.3,0.3,0.0,S,3.6,Huairou,2015-04-08 18:00:00,Buruk,Sedang
18452,110.0,123.0,10.0,34.0,800.0,93.0,10.4,1011.6,1.5,0.0,SSW,2.0,Huairou,2015-04-08 19:00:00,Buruk,Sedang
18453,128.0,126.5,8.0,43.0,900.0,72.0,9.2,1012.4,1.6,0.0,ENE,0.8,Huairou,2015-04-08 20:00:00,Buruk,Sedang
18454,130.0,130.0,7.0,42.0,1000.0,64.0,7.4,1012.9,1.7,0.0,N,0.8,Huairou,2015-04-08 21:00:00,Buruk,Sedang
18455,136.0,136.0,6.0,48.0,1100.0,48.0,6.6,1013.1,1.5,0.0,NNE,1.2,Huairou,2015-04-08 22:00:00,Buruk,Sedang
18456,137.0,137.0,6.0,48.0,1100.0,34.0,6.3,1013.2,1.4,0.0,N,0.6,Huairou,2015-04-08 23:00:00,Buruk,Sedang
18457,140.0,140.0,5.0,55.0,1100.0,17.0,5.5,1013.2,1.0,0.0,NW,0.8,Huairou,2015-04-09 00:00:00,Buruk,Sedang
18458,141.0,141.0,6.0,59.0,1100.0,8.0,5.6,1013.0,1.1,0.0,ENE,1.0,Huairou,2015-04-09 01:00:00,Buruk,Sedang
18459,142.0,142.0,5.0,67.0,1200.0,2.0,4.7,1012.6,1.2,0.0,NNE,1.0,Huairou,2015-04-09 02:00:00,Buruk,Sedang
18460,133.0,133.0,7.0,67.0,1200.0,2.0,4.6,1012.3,1.3,0.0,NW,1.0,Huairou,2015-04-09 03:00:00,Buruk,Sedang
18461,129.0,143.0,7.0,58.0,1100.0,2.0,5.4,1012.1,1.5,0.0,NW,1.2,Huairou,2015-04-09 04:00:00,Buruk,Sedang
18462,142.0,142.0,5.0,47.0,1100.0,3.0,5.5,1011.9,1.0,0.0,WNW,1.1,Huairou,2015-04-09 05:00:00,Buruk,Sedang
18463,144.0,144.0,4.0,48.0,1100.0,2.0,4.3,1012.1,0.8,0.0,WNW,1.7,Huairou,2015-04-09 06:00:00,Buruk,Sedang
18464,148.0,148.0,4.0,41.0,1100.0,4.0,4.2,1012.0,0.5,0.0,WNW,0.9,Huairou,2015-04-09 07:00:00,Buruk,Sedang
18465,151.0,151.0,8.0,48.0,1200.0,11.0,7.6,1012.3,1.0,0.0,SE,0.8,Huairou,2015-04-09 08:00:00,Buruk,Buruk
18466,145.0,145.0,20.0,55.0,1300.0,22.0,10.0,1012.4,-0.5,0.0,S,0.9,Huairou,2015-04-09 09:00:00,Buruk,Sedang
18467,140.0,151.0,28.0,45.0,1200.0,55.0,11.9,1012.4,0.6,0.0,SSE,1.7,Huairou,2015-04-09 10:00:00,Buruk,Buruk
18468,162.0,171.0,27.0,41.0,1200.0,80.0,12.5,1011.9,0.9,0.0,SSW,2.2,Huairou,2015-04-09 11:00:00,Buruk,Buruk
18469,168.0,168.0,25.0,43.0,1200.0,100.0,14.2,1010.8,1.5,0.0,SSW,1.8,Huairou,2015-04-09 12:00:00,Buruk,Buruk
18470,172.0,172.0,24.0,56.0,1200.0,108.0,15.9,1009.8,1.2,0.0,SSW,3.2,Huairou,2015-04-09 13:00:00,Buruk,Buruk
18471,165.0,165.0,24.0,53.0,1100.0,118.0,16.6,1009.1,1.5,0.0,SSW,2.6,Huairou,2015-04-09 14:00:00,Buruk,Buruk
18472,162.0,162.0,23.0,63.0,1100.0,116.0,17.7,1008.7,1.2,0.0,S,2.5,Huairou,2015-04-09 15:00:00,Buruk,Buruk
18473,178.0,178.0,19.0,60.0,1100.0,129.0,17.4,1008.2,1.4,0.0,S,2.6,Huairou,2015-04-09 16:00:00,Buruk,Buruk
18474,176.0,176.0,21.0,40.0,1100.0,160.0,17.5,1008.4,1.4,0.0,S,1.9,Huairou,2015-04-09 17:00:00,Buruk,Buruk
18475,159.0,159.0,18.0,38.0,1000.0,147.0,16.7,1008.4,1.9,0.0,SSW,1.4,Huairou,2015-04-09 18:00:00,Buruk,Buruk
18476,160.0,160.0,17.0,54.0,1100.0,115.0,14.8,1008.8,2.0,0.0,NNE,1.2,Huairou,2015-04-09 19:00:00,Buruk,Buruk
18477,177.0,178.0,14.0,77.0,1300.0,70.0,12.6,1009.7,2.4,0.0,NNE,1.4,Huairou,2015-04-09 20:00:00,Buruk,Buruk
18478,189.0,211.0,11.0,84.0,1400.0,49.0,11.5,1010.3,3.3,0.0,NNE,1.5,Huairou,2015-04-09 21:00:00,Buruk,Buruk
18479,207.0,224.0,9.0,80.0,1300.0,45.0,10.5,1010.6,3.3,0.0,NNE,0.9,Huairou,2015-04-09 22:00:00,Buruk,Buruk
18480,204.0,204.0,8.0,71.0,1400.0,35.0,10.0,1010.9,4.1,0.0,NNE,0.7,Huairou,2015-04-09 23:00:00,Buruk,Buruk
18481,201.0,201.0,6.0,50.0,1400.0,44.0,9.1,1011.0,4.5,0.0,NNW,1.1,Huairou,2015-04-10 00:00:00,Buruk,Buruk
18482,191.0,191.0,5.0,30.0,1100.0,55.0,8.4,1011.1,4.0,0.0,WNW,1.9,Huairou,2015-04-10 01:00:00,Buruk,Buruk
18483,171.0,171.0,6.0,17.0,800.0,72.0,7.4,1010.9,4.0,0.0,NW,1.2,Huairou,2015-04-10 02:00:00,Buruk,Buruk
18484,177.0,177.0,5.0,17.0,900.0,72.0,6.2,1010.9,4.0,0.0,NW,0.1,Huairou,2015-04-10 03:00:00,Buruk,Buruk
18485,182.0,182.0,4.0,17.0,900.0,60.0,5.7,1011.0,4.2,0.0,SSE,0.8,Huairou,2015-04-10 04:00:00,Buruk,Buruk
18486,181.0,181.0,4.0,21.0,1000.0,53.0,5.2,1011.1,4.3,0.0,W,0.8,Huairou,2015-04-10 05:00:00,Buruk,Buruk
18487,184.0,184.0,4.0,24.0,1000.0,48.0,4.5,1011.6,3.5,0.0,WNW,0.7,Huairou,2015-04-10 06:00:00,Buruk,Buruk
18488,191.0,191.0,4.0,37.0,1200.0,28.0,4.9,1012.3,4.0,0.0,NW,1.0,Huairou,2015-04-10 07:00:00,Buruk,Buruk
18489,190.0,190.0,6.0,44.0,1200.0,32.0,9.7,1012.4,2.8,0.0,ENE,1.1,Huairou,2015-04-10 08:00:00,Buruk,Buruk
18490,178.0,178.0,11.0,49.0,1000.0,48.0,12.1,1012.4,1.4,0.0,ESE,1.7,Huairou,2015-04-10 09:00:00,Buruk,Buruk
18491,166.0,173.0,13.0,37.0,900.0,77.0,15.0,1012.3,1.5,0.0,ESE,1.6,Huairou,2015-04-10 10:00:00,Buruk,Buruk
18492,185.0,208.0,14.0,26.0,900.0,115.0,16.8,1011.5,2.4,0.0,SSE,2.2,Huairou,2015-04-10 11:00:00,Buruk,Buruk
18493,69.62636686112984,90.17052818852626,14.0,22.0,800.0,126.0,18.2,1010.6,1.6,0.0,SW,1.9,Huairou,2015-04-10 12:00:00,Sedang,Sedang
18494,69.62636686112984,90.17052818852626,11.0,,900.0,128.0,19.7,1009.6,3.4,0.0,SSW,2.9,Huairou,2015-04-10 13:00:00,Sedang,Sedang
18495,99.0,116.0,12.0,26.0,900.0,134.0,20.3,1008.5,-0.4,0.0,SSW,2.6,Huairou,2015-04-10 14:00:00,Buruk,Sedang
18496,100.0,103.0,13.0,26.0,900.0,129.0,20.9,1007.8,-1.6,0.0,SSW,2.9,Huairou,2015-04-10 15:00:00,Buruk,Sedang
